"","Sample_id","NO3_mean","NH4_mean","TIN_mean","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code_1","specimen_code","tissue_code","HISTO_0","HISTO_11","HISTO_12","HISTO_21","HISTO_22","HISTO_23","HISTO_24","HISTO_31","HISTO_41","HISTO_42","HISTO_43","HISTO_52","HISTO_71","HISTO_81","HISTO_82","HISTO_90","HISTO_95","species_index","species","decade","DevelopedOpenSpace","DevelopedLowIntensity","MediumDeveloped","HighDeveloped","PastureHay","CultivatedCrops","TotalAg","TotalPixels","TotalDeveloped","OtherLC","PercentUrban","PercentAg","spec_PercentUrban","spec_PercentAg","year_bin","endo_status_text"
"707","LSU_AGHY_56",20.1375255584717,20.4409828186035,40.5785102844238,"LSU00214692","AGHY","LSU00214692","John D. Schneidau","Schneidau","John","John Schneidau","J Schneidau","Hancock County, Mississippi, United States","United States","Mississippi","Hancock County","Hancock",NA,"Pearlington",NA,NA,1937,5,15,"seed",5,1,1,0,"3/8/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector473","County",-89.5120084,30.3887582,"administrative_area_level_2","approximate","hancock county, ms, usa",30.64839,30.1579221,-89.3061351,-89.6905891,"LSU","AGHY",56,NA,0,2659,0,8287,4260,1142,252,1111,83,78835,415,19012,11532,3361,201,96867,6133,"1","A. hyemalis",1930,8287,4260,1142,252,3361,201,3562,234150,13941,92.5248772154602,5.95387572069186,1.52124706384796,NA,NA,"pre-1970","E+"
"708","BRIT_AGHY_118",20.4272861480713,25.0552005767822,45.4824867248535,"TravisBrooks7020","AGHY","TravisBrooks7020","Travis Brooks","Brooks","Travis","Travis Brooks","T Brooks","Benton, Scott County, Missouri, USA","USA","Missouri","Scott County","Scott","Benton","1.5 mi. E. of 77 and 1-55 intersection. Along roadside.",NA,NA,1973,6,1,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector838","County",-89.5625848,37.0978279,"locality","approximate","benton, mo 63736, usa",37.1080191,37.089684,-89.547452,-89.574133,"BRIT","AGHY",118,NA,0,1353,0,8910,4436,1290,161,7,30742,70,577,22,51,35833,131489,1624,219,"1","A. hyemalis",1970,8910,4436,1290,161,35833,131489,167322,216784,14797,15.9905712598716,6.82568824267474,77.1837404974537,NA,NA,"post-1970","E-"
"709","MO_AGHY_155",20.4272861480713,25.0552005767822,45.4824867248535,"BSummers&ASalvetter8210","AGHY","Summers&ASalvetter8210","B. Summers","Summers","B.","B. Summers","B Summers","Benton, Scott County, Missouri, USA","USA","Missouri","Scott County","Scott","Benton","dry sandy degraded sand prarie; old field farmed in passed; open, full sun; T028N R15E S35",NA,NA,1997,6,24,"seed",5,5,1,0,"5/23/2023","Chris Oxley",1,NA,NA,NA,NA,"Scorer5","Collector98","County",-89.5625848,37.0978279,"locality","approximate","benton, mo 63736, usa",37.1080191,37.089684,-89.547452,-89.574133,"MO","AGHY",155,NA,0,1353,0,8910,4436,1290,161,7,30742,70,577,22,51,35833,131489,1624,219,"1","A. hyemalis",1990,8910,4436,1290,161,35833,131489,167322,216784,14797,15.9905712598716,6.82568824267474,77.1837404974537,7.638940143184,77.0458151893129,"post-1970","E+"
"710","OKL_AGHY_68",18.314733505249,26.2092247009277,44.5239562988281,"OKL25910;;VirginiusHChase11962","AGHY","OKL25910","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Mossville, Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria","Mossville","Fallow field, hilltop; West of Mossville",NA,NA,1951,6,4,"seed",0,0,0,0,"6/24/2022","BellScherick",1,NA,NA,NA,NA,"Scorer4","Collector863","County",-89.5679474,40.8171184,"locality","approximate","mossville, il, usa",40.825462,40.807025,-89.5565981,-89.582884,"OKL","AGHY",68,NA,0,37792,0,10319,23886,14382,5153,676,43987,71,3654,7,900,6963,52088,4457,1542,"1","A. hyemalis",1950,10319,23886,14382,5153,6963,52088,59051,205877,53740,45.2143755737649,26.1029643913599,28.6826600348752,NA,NA,"pre-1970","E-"
"711","OKL_AGHY_66",18.314733505249,26.2092247009277,44.5239562988281,"OKL25906;;VirginiusHChase11962","AGHY","OKL25906","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Mossville, Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria","Mossville","Fallow field, hilltop; West of Mossville",NA,NA,1951,6,4,"seed",4,0,0,0,"6/24/2022","BellScherick",1,NA,NA,NA,NA,"Scorer4","Collector863","County",-89.5679474,40.8171184,"locality","approximate","mossville, il, usa",40.825462,40.807025,-89.5565981,-89.582884,"OKL","AGHY",66,NA,0,37792,0,10319,23886,14382,5153,676,43987,71,3654,7,900,6963,52088,4457,1542,"1","A. hyemalis",1950,10319,23886,14382,5153,6963,52088,59051,205877,53740,45.2143755737649,26.1029643913599,28.6826600348752,NA,NA,"pre-1970","E-"
"712","BRIT_AGHY_54",18.5769424438477,26.4430065155029,45.019947052002,"VirginiusHChase13382;June10,1953","AGHY","VirginiusHChase13382;June10,1953","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Peoria Heights, Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria","Peoria Heights","Rv. track",NA,NA,1953,6,10,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector863","County",-89.5739845,40.7472594,"locality","approximate","peoria heights, il, usa",40.760719,40.728751,-89.5410299,-89.59095,"BRIT","AGHY",54,NA,0,35558,0,13082,38197,38469,15117,646,35481,52,3148,5,996,3452,15279,5251,1362,"1","A. hyemalis",1950,13082,38197,38469,15117,3452,15279,18731,206095,104865,40.0295980009219,50.8818748635338,9.08852713554429,NA,NA,"pre-1970","E+"
"713","OKL_AGPE_32",18.5769424438477,26.4430065155029,45.019947052002,"OKL170552;;VirginiusHChase13028","AGPE","OKL170552","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Peoria Heights, Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria","Peoria Heights","clearing, damp soil",NA,NA,1952,9,5,"seed",4,0,0,0,"10/18/22","GayatriSingla",1,NA,NA,NA,NA,"Scorer14","Collector863","County",-89.5739845,40.7472594,"locality","approximate","peoria heights, il, usa",40.760719,40.728751,-89.5410299,-89.59095,"OKL","AGPE",32,NA,0,35558,0,13082,38197,38469,15117,646,35481,52,3148,5,996,3452,15279,5251,1362,"2","A. perennans",1950,13082,38197,38469,15117,3452,15279,18731,206095,104865,40.0295980009219,50.8818748635338,9.08852713554429,NA,NA,"pre-1970","E-"
"714","OKL_AGPE_22",18.5769424438477,26.4430065155029,45.019947052002,"OKL170560;;VirginiusHChase12101","AGPE","OKL170560","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Peoria Heights, Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria","Peoria Heights","Peoria Heights, Wooded hillside",NA,NA,1951,8,21,"seed",5,0,0,0,"11/1/22","GayatriSingla",1,NA,NA,NA,NA,"Scorer14","Collector863","County",-89.5739845,40.7472594,"locality","approximate","peoria heights, il, usa",40.760719,40.728751,-89.5410299,-89.59095,"OKL","AGPE",22,NA,0,35558,0,13082,38197,38469,15117,646,35481,52,3148,5,996,3452,15279,5251,1362,"2","A. perennans",1950,13082,38197,38469,15117,3452,15279,18731,206095,104865,40.0295980009219,50.8818748635338,9.08852713554429,NA,NA,"pre-1970","E-"
"715","LL_AGHY_162_a",18.5769424438477,26.4430065155029,45.019947052002,"VirginiusHChase13382","AGHY","VirginiusHChase13382","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Peoria Heights, Peoria County, IL, USA","USA","IL","Peoria County","Peoria","Peoria Heights","
",NA,NA,1953,6,11,"seed",10,10,1,1,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector863","County",-89.5739845,40.7472594,"locality","approximate","peoria heights, il, usa",40.760719,40.728751,-89.5410299,-89.59095,"LL","AGHY",162,"a",0,35558,0,13082,38197,38469,15117,646,35481,52,3148,5,996,3452,15279,5251,1362,"1","A. hyemalis",1950,13082,38197,38469,15117,3452,15279,18731,206095,104865,40.0295980009219,50.8818748635338,9.08852713554429,NA,NA,"pre-1970","E+"
"716","KANU_AGHY_105",20.1251583099365,24.5258350372314,44.650993347168,"KANU00169992","AGHY","KANU00169992","Travis Brooks","Brooks","Travis","Travis Brooks","T Brooks","Scott County, Missouri, United States","United States","Missouri","Scott County","Scott",NA,"Hwy 77, 1.5 mi E of intersection with I-55",NA,NA,1973,6,1,"seed",1,0,0,0,"10/28/2022","NicoleImming",1,NA,NA,NA,NA,"Scorer21","Collector838","County",-89.6251646,37.0394443,"administrative_area_level_2","approximate","scott county, mo, usa",37.2533809,36.8595168,-89.313325,-89.7868801,"KANU","AGHY",105,NA,0,600,0,6544,4062,781,128,0,20331,483,316,16,31,14357,166889,2299,131,"1","A. hyemalis",1970,6544,4062,781,128,14357,166889,181246,216968,11515,11.1569448029202,5.30723424652483,83.5358209505549,NA,NA,"post-1970","E-"
"717","KANU_AGHY_69",20.1251583099365,24.5258350372314,44.650993347168,"KANU00169681","AGHY","KANU00169681","Travis E Brooks","Brooks","Travis","Travis Brooks","T Brooks","Scott County, Missouri, United States","United States","Missouri","Scott County","Scott",NA,"unknown",NA,NA,1972,6,14,"seed",4,1,1,0,"10/18/22","PatriciaBilderback",1,NA,NA,NA,NA,"Scorer22","Collector838","County",-89.6251646,37.0394443,"administrative_area_level_2","approximate","scott county, mo, usa",37.2533809,36.8595168,-89.313325,-89.7868801,"KANU","AGHY",69,NA,0,600,0,6544,4062,781,128,0,20331,483,316,16,31,14357,166889,2299,131,"1","A. hyemalis",1970,6544,4062,781,128,14357,166889,181246,216968,11515,11.1569448029202,5.30723424652483,83.5358209505549,NA,NA,"post-1970","E+"
"718","KANU_AGHY_91",20.1251583099365,24.5258350372314,44.650993347168,"KANU00169777","AGHY","KANU00169777","Travis Brooks","Brooks","Travis","Travis Brooks","T Brooks","Scott County, Missouri, United States","United States","Missouri","Scott County","Scott",NA,"Hwy 77, just E of intersection with I-55",NA,NA,1973,6,1,"seed",3,2,1,0,"11/4/2022","NicoleImming",1,NA,NA,NA,NA,"Scorer21","Collector838","County",-89.6251646,37.0394443,"administrative_area_level_2","approximate","scott county, mo, usa",37.2533809,36.8595168,-89.313325,-89.7868801,"KANU","AGHY",91,NA,0,600,0,6544,4062,781,128,0,20331,483,316,16,31,14357,166889,2299,131,"1","A. hyemalis",1970,6544,4062,781,128,14357,166889,181246,216968,11515,11.1569448029202,5.30723424652483,83.5358209505549,NA,NA,"post-1970","E+"
"719","BRIT_AGHY_321",18.9199485778809,24.7943019866943,43.7142524719238,"BRIT255565","AGHY","BRIT255565","A. Brant","Brant","A.","A. Brant","A Brant","Clinton County, Illinois, United States","United States","Illinois","Clinton County","Clinton",NA,"bordering Eldon Hazlet State Park, W side of Lake Carlyle",38.663208,-89.33091,1988,6,3,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,108.95,NA,NA,NA,"Scorer19","Collector9","County",-89.6251646,38.5684442,"administrative_area_level_2","approximate","clinton county, il, usa",38.743236,38.4157789,-89.138337,-89.7069491,"BRIT","AGHY",321,NA,0,1938,0,5969,11584,4450,696,212,6111,4,2322,35,1627,16711,149623,10282,1015,"1","A. hyemalis",1980,5969,11584,4450,696,16711,149623,166334,212579,22699,11.0763527911976,10.6779126818736,78.2457345269288,11.2438199445853,80.3945827198359,"post-1970","E+"
"720","BRIT_AGHY_529",18.9199485778809,24.7943019866943,43.7142524719238,"NLU0384708","AGHY","NLU0384708","A. Brant","Brant","A.","A. Brant","A Brant","Clinton County, Illinois, United States","United States","Illinois","Clinton County","Clinton",NA,"bordering Eldon Hazlet State Park, W side of Lake Carlyle",38.663208,-89.33091,1988,6,3,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,158.398,NA,NA,NA,"Scorer19","Collector9","County",-89.6251646,38.5684442,"administrative_area_level_2","approximate","clinton county, il, usa",38.743236,38.4157789,-89.138337,-89.7069491,"BRIT","AGHY",529,NA,0,1938,0,5969,11584,4450,696,212,6111,4,2322,35,1627,16711,149623,10282,1015,"1","A. hyemalis",1980,5969,11584,4450,696,16711,149623,166334,212579,22699,11.0763527911976,10.6779126818736,78.2457345269288,11.2438199445853,80.3945827198359,"post-1970","E+"
"721","MO_AGHY_18",18.9199485778809,24.7943019866943,43.7142524719238,"BrantODonnellODonnell1796","AGHY","rantODonnellODonnell1796","A. Brant, A. O'Donnell,","O'Donnell,","A.","A. O'Donnell,","A O'Donnell,","Clinton County, Illinois, USA","USA","Illinois","Clinton County","Clinton",NA,"Bordering Eldon Hazlet State Park, west side of Lake Carlyle. Low, open disturbed ground, seasonally flooded.",NA,NA,1988,6,3,"seed",6,0,0,0,"11/16/2022","NicoleImming",1,NA,NA,NA,NA,"Scorer21","Collector38","County",-89.6251646,38.5684442,"administrative_area_level_2","approximate","clinton county, il, usa",38.743236,38.4157789,-89.138337,-89.7069491,"MO","AGHY",18,NA,0,1938,0,5969,11584,4450,696,212,6111,4,2322,35,1627,16711,149623,10282,1015,"1","A. hyemalis",1980,5969,11584,4450,696,16711,149623,166334,212579,22699,11.0763527911976,10.6779126818736,78.2457345269288,11.2438199445853,80.3945827198359,"post-1970","E-"
"722","BRIT_ELVI_139",18.6186771392822,26.8012981414795,45.4199752807617,"VirginiusHChase8345","ELVI","VirginiusHChase8345","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Alta, Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria","Alta","Original prairie. West of Alta",NA,NA,1946,7,21,"seed",2,2,1,1,"10/20/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector863","County",-89.6340777,40.811044,"locality","approximate","alta, il 61615, usa",40.813181,40.8092293,-89.6309173,-89.6404337,"BRIT","ELVI",139,NA,0,5709,0,12101,27674,19942,6003,88,48318,56,3984,10,437,10229,69051,1673,623,"3","E. virginicus",1940,12101,27674,19942,6003,10229,69051,79280,205898,65720,29.5767807360926,31.9187170346482,38.5045022292591,NA,NA,"pre-1970","E+"
"723","BRIT_ELVI_141",18.2373485565186,24.744758605957,42.9821090698242,"NormanReeder418","ELVI","NormanReeder418","Norman Reeder","Reeder","Norman","Norman Reeder","N Reeder","Springfield, Sangamon County, Illinois, USA","USA","Illinois","Sangamon County","Sangamon","Springfield","Along Alton Railroad.",NA,NA,1944,7,9,"seed",4,4,1,1,"10/20/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector635","County",-89.6501481,39.7817213,"locality","approximate","springfield, il, usa",39.8742469,39.65316,-89.568509,-89.772132,"BRIT","ELVI",141,NA,0,6385,0,18693,47911,52753,17545,57,12649,13,4348,17,563,7139,36823,3881,235,"3","E. virginicus",1940,18693,47911,52753,17545,7139,36823,43962,209012,136902,13.4671693491283,65.4995885403709,21.0332421105008,NA,NA,"pre-1970","E+"
"724","BRIT_AGPE_176",19.5579814910889,22.5961818695068,42.1541633605957,"NLU0385070","AGPE","NLU0385070",NA,NA,NA,"NA NA",NA,"Lauderdale County, Tennessee, USA","USA","Tennessee","Lauderdale County","Lauderdale",NA,NA,NA,NA,1972,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA,"County",-89.6628111,35.7838834,"administrative_area_level_2","approximate","lauderdale county, tn, usa",35.947723,35.535798,-89.339326,-89.958895,"BRIT","AGPE",176,NA,0,16903,0,5605,1121,101,3,22,17299,109,8948,623,118,10149,75739,83088,618,"2","A. perennans",1970,5605,1121,101,3,10149,75739,85888,220446,6830,57.9407201763697,3.09826442756956,38.9610153960607,NA,NA,"post-1970","E+"
"725","BRIT_ELVI_441",19.5579814910889,22.5961818695068,42.1541633605957,"NLU0399361","ELVI","NLU0399361","Patrick Keiran","Keiran","Patrick","Patrick Keiran","P Keiran","Lauderdale County, Tennessee, United States","United States","Tennessee","Lauderdale County","Lauderdale",NA,"Low bottomland woods of the Hatch River bottoms, near the Hwy. 51 bridge, but west of the road under dense growth under power lines running parallel to the highway, but hard to see because of a line of trees.",NA,NA,1972,7,5,"seed",3,3,1,1,"10/20/2020","EllaSegal",1,203.647,8.524,9.778,2,"Scorer10","Collector664","County",-89.6628111,35.7838834,"administrative_area_level_2","approximate","lauderdale county, tn, usa",35.947723,35.535798,-89.339326,-89.958895,"BRIT","ELVI",441,NA,0,16903,0,5605,1121,101,3,22,17299,109,8948,623,118,10149,75739,83088,618,"3","E. virginicus",1970,5605,1121,101,3,10149,75739,85888,220446,6830,57.9407201763697,3.09826442756956,38.9610153960607,NA,NA,"post-1970","E+"
"726","BRIT_AGPE_175",19.5579814910889,22.5961818695068,42.1541633605957,"NLU0385071","AGPE","NLU0385071",NA,NA,NA,"NA NA",NA,"Lauderdale County, Tennessee, USA","USA","Tennessee","Lauderdale County","Lauderdale",NA,NA,NA,NA,1976,NA,NA,"seed",6,6,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA,"County",-89.6628111,35.7838834,"administrative_area_level_2","approximate","lauderdale county, tn, usa",35.947723,35.535798,-89.339326,-89.958895,"BRIT","AGPE",175,NA,0,16903,0,5605,1121,101,3,22,17299,109,8948,623,118,10149,75739,83088,618,"2","A. perennans",1970,5605,1121,101,3,10149,75739,85888,220446,6830,57.9407201763697,3.09826442756956,38.9610153960607,NA,NA,"post-1970","E+"
"727","BRIT_AGPE_42",19.5579814910889,22.5961818695068,42.1541633605957,"BRIT174456","AGPE","BRIT174456",NA,NA,NA,"NA NA",NA,"Lauderdale County, Tennessee, USA","USA","Tennessee","Lauderdale County","Lauderdale",NA,NA,NA,NA,1972,NA,NA,"seed",5,3,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA,"County",-89.6628111,35.7838834,"administrative_area_level_2","approximate","lauderdale county, tn, usa",35.947723,35.535798,-89.339326,-89.958895,"BRIT","AGPE",42,NA,0,16903,0,5605,1121,101,3,22,17299,109,8948,623,118,10149,75739,83088,618,"2","A. perennans",1970,5605,1121,101,3,10149,75739,85888,220446,6830,57.9407201763697,3.09826442756956,38.9610153960607,NA,NA,"post-1970","E+"
"728","BRIT_AGHY_112",18.5999698638916,19.7500038146973,38.3499717712402,"CharlesTBryson15217JohnRMacDonald","AGHY","CharlesTBryson15217JohnRMacDonald","Charles T. Bryson","Bryson","Charles","Charles Bryson","C Bryson","Elliott, Grenada County, Mississippi, USA","USA","Mississippi","Grenada County","Grenada","Elliott","Camp McCain, ca. 0.3 mi. W of Hunt's Lake. Sandy hilltop, cut-over forest area.",NA,NA,1996,5,20,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector112","County",-89.7495696,33.6837433,"locality","approximate","elliott, ms, usa",33.7183421,33.6767989,-89.7190731,-89.780056,"BRIT","AGHY",112,NA,0,1185,0,8688,5355,1861,572,375,28902,21161,52119,16638,1554,58090,13499,13737,2258,"1","A. hyemalis",1990,8688,5355,1861,572,58090,13499,71589,225994,16476,61.0321512960521,7.29045903873554,31.6773896652124,7.856845756967,34.8203934617733,"post-1970","E+"
"729","MO_AGHY_181",19.8946914672852,25.1056308746338,45.0003242492676,"AEBrant&AFODonnell858","AGHY","EBrant&AFODonnell858","A. E. Brant","Brant","A.","A. Brant","A Brant","Perry County, Missouri, USA","USA","Missouri","Perry County","Perry",NA,"open, dry clay loam along logging road with Danthonia spicata, locally abundant",NA,NA,1986,5,26,"seed",5,4,1,1,"5/25/2023","Chris Oxley",1,NA,NA,NA,NA,"Scorer5","Collector9","County",-89.7755338,37.723555,"administrative_area_level_2","approximate","perry county, mo, usa",37.9055721,37.563953,-89.475932,-90.1473059,"MO","AGHY",181,NA,0,669,0,6798,4968,941,96,91,73448,464,2334,34,551,71872,51640,989,129,"1","A. hyemalis",1980,6798,4968,941,96,71872,51640,123512,215024,12803,36.6047510975519,5.95421906391845,57.4410298385297,6.45555844928938,57.4163814271895,"post-1970","E+"
"730","MO_ELVI_134",19.8946914672852,25.1056308746338,45.0003242492676,"AEBrant,MSTaylor,FGuanchez748","ELVI","EBrant,MSTaylor,FGuanchez748","A.E. Brant, M.S. Taylor","Taylor","A.E.","A.E. Taylor","A Taylor","Perry County, Missouri, USA","USA","Missouri","Perry County","Perry",NA,"T35N, R9E, S 1/4 Sur. 2169; 1.8 ml S then 1.7 ml SE on gravel roads from State Rt. NN to an open, cherty, scrub-hardwood adjacent to Goose Creek; on the N side of road. Open to open canopy with Solidago rugosa, Juniperus virginiana. (County record).",NA,NA,1985,8,6,"seed",2,0,0,0,"1/4/24","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector56","County",-89.7755338,37.723555,"administrative_area_level_2","approximate","perry county, mo, usa",37.9055721,37.563953,-89.475932,-90.1473059,"MO","ELVI",134,NA,0,669,0,6798,4968,941,96,91,73448,464,2334,34,551,71872,51640,989,129,"3","E. virginicus",1980,6798,4968,941,96,71872,51640,123512,215024,12803,36.6047510975519,5.95421906391845,57.4410298385297,6.43649081032815,57.4456804821787,"post-1970","E-"
"731","OKL_AGHY_65",18.5755729675293,26.8685035705566,45.4440765380859,"OKL25905;;VirginiusHChase11952","AGHY","OKL25905","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria",NA,"Fallow Field; Horse Shoe Bottom",NA,NA,1951,6,2,"seed",3,2,1,1,"6/24/2022","BellScherick",1,NA,NA,NA,NA,"Scorer4","Collector863","County",-89.7755338,40.7156396,"administrative_area_level_2","approximate","peoria county, il, usa",40.975055,40.5132249,-89.447693,-89.989018,"OKL","AGHY",65,NA,0,1737,0,4408,9226,2494,309,487,58885,33,8817,124,691,30040,86734,2176,26,"1","A. hyemalis",1950,4408,9226,2494,309,30040,86734,116774,206187,16437,35.3931140178576,7.97188959536731,56.6349963867751,NA,NA,"pre-1970","E+"
"732","MO_AGHY_9",18.5755729675293,26.8685035705566,45.4440765380859,"JRChurchill132","AGHY","RChurchill132","Joseph R. Churchill","Churchill","Joseph","Joseph Churchill","J Churchill","Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria",NA,"Low meadow",NA,NA,1923,8,19,"seed",5,0,0,0,"11/11/2022","NicoleImming",1,NA,NA,NA,NA,"Scorer21","Collector405","County",-89.7755338,40.7156396,"administrative_area_level_2","approximate","peoria county, il, usa",40.975055,40.5132249,-89.447693,-89.989018,"MO","AGHY",9,NA,0,1737,0,4408,9226,2494,309,487,58885,33,8817,124,691,30040,86734,2176,26,"1","A. hyemalis",1920,4408,9226,2494,309,30040,86734,116774,206187,16437,35.3931140178576,7.97188959536731,56.6349963867751,NA,NA,"pre-1970","E-"
"733","MO_AGHY_9",18.5755729675293,26.8685035705566,45.4440765380859,"JRChurchill132","AGHY","RChurchill132","Joseph R. Churchill","Churchill","Joseph","Joseph Churchill","J Churchill","Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria",NA,"Low meadow",NA,NA,1912,6,10,"seed",5,0,0,0,"11/11/2022","NicoleImming",1,NA,NA,NA,NA,"Scorer21","Collector405","County",-89.7755338,40.7156396,"administrative_area_level_2","approximate","peoria county, il, usa",40.975055,40.5132249,-89.447693,-89.989018,"MO","AGHY",9,NA,0,1737,0,4408,9226,2494,309,487,58885,33,8817,124,691,30040,86734,2176,26,"1","A. hyemalis",1910,4408,9226,2494,309,30040,86734,116774,206187,16437,35.3931140178576,7.97188959536731,56.6349963867751,NA,NA,"pre-1970","E-"
"734","MO_AGHY_9",18.5755729675293,26.8685035705566,45.4440765380859,"JRChurchill132","AGHY","RChurchill132","Joseph R. Churchill","Churchill","Joseph","Joseph Churchill","J Churchill","Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria",NA,"Low meadow",NA,NA,1889,9,2,"seed",5,0,0,0,"11/11/2022","NicoleImming",1,NA,NA,NA,NA,"Scorer21","Collector405","County",-89.7755338,40.7156396,"administrative_area_level_2","approximate","peoria county, il, usa",40.975055,40.5132249,-89.447693,-89.989018,"MO","AGHY",9,NA,0,1737,0,4408,9226,2494,309,487,58885,33,8817,124,691,30040,86734,2176,26,"1","A. hyemalis",1880,4408,9226,2494,309,30040,86734,116774,206187,16437,35.3931140178576,7.97188959536731,56.6349963867751,NA,NA,"pre-1970","E-"
"735","BRIT_AGHY_320",18.5755729675293,26.8685035705566,45.4440765380859,"BRIT255564","AGHY","BRIT255564","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Peoria County, Illinois, United States","United States","Illinois","Peoria County","Peoria",NA,"Peoria Heights",NA,NA,1960,6,17,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,73.833,NA,NA,NA,"Scorer19","Collector863","County",-89.7755338,40.7156396,"administrative_area_level_2","approximate","peoria county, il, usa",40.975055,40.5132249,-89.447693,-89.989018,"BRIT","AGHY",320,NA,0,1737,0,4408,9226,2494,309,487,58885,33,8817,124,691,30040,86734,2176,26,"1","A. hyemalis",1960,4408,9226,2494,309,30040,86734,116774,206187,16437,35.3931140178576,7.97188959536731,56.6349963867751,NA,NA,"pre-1970","E-"
"736","AM_AGHY_65",18.5755729675293,26.8685035705566,45.4440765380859,"TAES98291","AGHY","TAES98291","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Peoria County, Illinois, United States","United States","Illinois","Peoria County","Peoria",NA,NA,NA,NA,1960,6,17,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector863","County",-89.7755338,40.7156396,"administrative_area_level_2","approximate","peoria county, il, usa",40.975055,40.5132249,-89.447693,-89.989018,"AM","AGHY",65,NA,0,1737,0,4408,9226,2494,309,487,58885,33,8817,124,691,30040,86734,2176,26,"1","A. hyemalis",1960,4408,9226,2494,309,30040,86734,116774,206187,16437,35.3931140178576,7.97188959536731,56.6349963867751,NA,NA,"pre-1970","E-"
"737","BRIT_AGHY_53",18.5755729675293,26.8685035705566,45.4440765380859,"VirginiusHChase13430","AGHY","VirginiusHChase13430","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Killer, Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria","Killer","Roadside",NA,NA,1953,6,19,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector863","County",-89.7755338,40.7156396,"administrative_area_level_2","approximate","peoria county, il, usa",40.975055,40.5132249,-89.447693,-89.989018,"BRIT","AGHY",53,NA,0,1737,0,4408,9226,2494,309,487,58885,33,8817,124,691,30040,86734,2176,26,"1","A. hyemalis",1950,4408,9226,2494,309,30040,86734,116774,206187,16437,35.3931140178576,7.97188959536731,56.6349963867751,NA,NA,"pre-1970","E+"
