"","Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code_1","specimen_code","tissue_code","HISTO_11","HISTO_12","HISTO_21","HISTO_22","HISTO_23","HISTO_24","HISTO_31","HISTO_41","HISTO_42","HISTO_43","HISTO_52","HISTO_71","HISTO_81","HISTO_82","HISTO_90","HISTO_95","HISTO_NODATA","file_year"
"81","OKL_AGPE_14","OKL182117;;C0151","AGPE","OKL182117","R.A. Thompson","Thompson","R.A.","R.A. Thompson","R Thompson","Sebastian County, Arkansas, USA","USA","Arkansas","Sebastian County","Sebastian",NA,"Vache Grasse Creek floodplain at S boundary rd.",NA,NA,1988,10,10,"seed",6,2,1,0,"11/8/22","GayatriSingla",1,NA,NA,NA,NA,"Scorer14","Collector767","County",-94.315422,35.2260397,"administrative_area_level_2","approximate","sebastian county, ar, usa",35.45115,34.9307061,-94.0288721,-94.4477695,"OKL","AGPE",14,NA,945,0,14049,8163,1941,213,835,80920,3417,15975,1,10145,82074,0,3153,116,0,1988
"82","AM_AGHY_83","TAES190444","AGHY","TAES190444","Charles T. Bryson","Bryson","Charles","Charles Bryson","C Bryson","Oktibbeha County, Mississippi, United States","United States","Mississippi","Oktibbeha County","Oktibbeha",NA,NA,NA,NA,1989,5,16,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector112","County",-88.90306,33.3886689,"administrative_area_level_2","approximate","oktibbeha county, ms, usa",33.5654431,33.286003,-88.6690068,-89.088662,"AM","AGHY",83,NA,1167,0,9256,2435,233,68,0,11098,64291,15817,6469,3312,28880,3,83299,441,0,1989
"83","AM_ELVI_122","TAES207459","ELVI","TAES207459","Lance J. Wenmohs","Wenmohs","Lance","Lance Wenmohs","L Wenmohs","Lampasas, Hancock Park golf course, Lampasas County, Texas, United States","United States","Texas","Lampasas County","Lampasas","Lampasas, Hancock Park golf course","Lampasas, Hancock Park golf course",NA,NA,1989,4,8,"seed",5,1,0,1,"02/28/2020","BellaGutierrez",1,NA,NA,NA,NA,"Scorer3","Collector572","County",-98.1837513,31.0506585,"establishment","rooftop","700 naruna rd, lampasas, tx 76550, usa",31.0519773302915,31.0492793697085,-98.1822883197085,-98.1849862802915,"AM","ELVI",122,NA,185,0,4030,13036,3776,517,223,1111,23986,0,166584,16842,104,1209,897,53,0,1989
"84","AM_ELVI_122","TAES207459","ELVI","TAES207459","L. J. Wenmohs","Wenmohs","L.","L. Wenmohs","L Wenmohs","Lampasas County, Texas, United States","United States","Texas","Lampasas County","Lampasas",NA,NA,NA,NA,1989,4,8,"seed",5,1,0,1,"02/28/2020","BellaGutierrez",1,NA,NA,NA,NA,"Scorer3","Collector572","County",-98.2212979,31.2737682,"administrative_area_level_2","approximate","lampasas county, tx, usa",31.4637169,31.0296469,-97.9071001,-98.5696449,"AM","ELVI",122,NA,71,0,3917,3392,63,0,16,1833,8435,0,184682,21713,348,6698,850,0,0,1989
"85","BRIT_AGHY_131","RAThompsonRRudmanFLJohnsonS0555","AGHY","RAThompsonRRudmanFLJohnsonS0555","R. A. Thompson, R. Rudman,","Rudman,","R.","R. Rudman,","R Rudman,","Comanche County, Oklahoma, USA","USA","Oklahoma","Comanche County","Comanche",NA,"Prairie Preserve. Parent rock: Shale. Soil: Foard silt loam. Topography: level upland. Vegetation: Bluestem Prairie.",NA,NA,1989,6,6,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector752","County",-98.3964938,34.6612778,"administrative_area_level_2","approximate","comanche county, ok, usa",34.855595,34.405948,-98.088978,-98.826323,"BRIT","AGHY",131,NA,810,0,15959,28280,26643,7842,73,14758,401,0,246,112159,134,16088,58,3,0,1989
"86","BRIT_AGHY_235","BRIT174433","AGHY","BRIT174433","R. Kral","Kral","R.","R. Kral","R Kral","Wilson County, Tennessee, United States","United States","Tennessee","Wilson County","Wilson",NA,"Disturbed limestone glade immediately S of 1-40 and E of its jct. with US 70, s.e. of Lebanon",NA,NA,1989,6,2,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,199.357,NA,NA,NA,"Scorer19","Collector720","County",-86.2970998,36.1626241,"administrative_area_level_2","approximate","wilson county, tn, usa",36.358063,35.954399,-86.014849,-86.595439,"BRIT","AGHY",235,NA,136,0,20650,15815,5028,2094,622,34871,10133,23459,2,8,106336,86,118,35,0,1989
"87","BRIT_AGHY_346_a","BRIT255592","AGHY","BRIT255592","Daniel T. Carraway","Carraway","Daniel","Daniel Carraway","D Carraway","Jasper County, Mississippi, United States","United States","Mississippi","Jasper County","Jasper",NA,"Tallahala Wildlife Management Area, ca 1 mile S of Randall Hill Cemetary SW4 of SE4 Sec. 13 T4N R10E.",NA,NA,1989,4,17,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,176.407,NA,NA,NA,"Scorer19","Collector182","County",-89.1705998,32.0810429,"administrative_area_level_2","approximate","jasper county, ms, usa",32.224381,31.80209,-88.9104288,-89.322729,"BRIT","AGHY",346,"a",477,0,9442,1288,20,0,1,13247,77247,47899,15226,2245,31993,0,30946,29,0,1989
"88","BRIT_AGHY_39","RAThompsonFLJohnsonC0591","AGHY","RAThompsonFLJohnsonC0591","R. A. Thompson, R. Rudman,","Rudman,","R.","R. Rudman,","R Rudman,","Sebastian County, Arkansas, USA","USA","Arkansas","Sebastian County","Sebastian",NA,"NE of intersection, Ft. Smith Blvd & Auburn Rd. Parent rock: Shale. Soil: Wing silt loam. Topography: level upland. Wegetation: Old Field. Associates: Ulmus crassifolia, Smilaz bona-nox, Rhus copallina, Lonicera japonica.",NA,NA,1989,5,27,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector752","County",-94.315422,35.2260397,"administrative_area_level_2","approximate","sebastian county, ar, usa",35.45115,34.9307061,-94.0288721,-94.4477695,"BRIT","AGHY",39,NA,1109,0,14027,8232,2069,220,851,80876,3426,16004,5,10114,81780,0,3139,95,0,1989
"89","BRIT_AGHY_390","NLU0383915","AGHY","NLU0383915","Nelywn M. Gilmore","Gilmore","Nelywn","Nelywn Gilmore","N Gilmore","Cameron Parish, Louisiana, United States","United States","Louisiana","Cameron Parish","Cameron",NA,"Grazed coastal prarie with scattered large pimple mounds, ca. 3 mi SW of Hackberry.",NA,NA,1989,5,2,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,35.583,NA,NA,NA,"Scorer19","Collector627","Parish",-93.1779659,29.8434436,"administrative_area_level_2","approximate","cameron parish, la, usa",30.0527089,29.5271029,-92.614565,-93.929208,"BRIT","AGHY",390,NA,50613,0,675,2075,286,23,169,0,1,10,0,33,10658,0,232,170616,0,1989
"90","BRIT_AGHY_419","NLU0383981","AGHY","NLU0383981","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Natchitoches Parish, Louisiana, United States","United States","Louisiana","Natchitoches Parish","Natchitoches",NA,"Field beside La. 6 at Grand Encore north of Natchitoches and south of the Red River; Sec. 51,T10N, R7W.",NA,NA,1989,5,12,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,191.865,NA,NA,NA,"Scorer19","Collector766","Parish",-93.1779659,31.6801229,"administrative_area_level_2","approximate","natchitoches parish, la, usa",32.1485241,31.3467331,-92.71619,-93.4416889,"BRIT","AGHY",419,NA,2509,0,6890,3472,557,1,419,1106,110816,3833,36524,20948,8017,69,35567,312,0,1989
"91","BRIT_AGHY_540","NLU0384992","AGHY","NLU0384992","Charles T. Bryson","Bryson","Charles","Charles Bryson","C Bryson","Oktibbeha County, Mississippi, United States","United States","Mississippi","Oktibbeha County","Oktibbeha",NA,"0.5 mi. nw Sturgis, Sec 8, ""Hannah Hill"".",NA,NA,1989,5,16,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,130.967,NA,NA,NA,"Scorer19","Collector112","County",-88.90306,33.3886689,"administrative_area_level_2","approximate","oktibbeha county, ms, usa",33.5654431,33.286003,-88.6690068,-89.088662,"BRIT","AGHY",540,NA,1167,0,9256,2435,233,68,0,11098,64291,15817,6469,3312,28880,3,83299,441,0,1989
"92","BRIT_AGPE_184","NLU0385062","AGPE","NLU0385062",NA,NA,NA,"NA NA",NA,"Patrick County, Virginia, USA","USA","Virginia","Patrick County","Patrick",NA,NA,NA,NA,1989,NA,NA,"seed",5,0,0,0,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA,"County",-80.3213106,36.6886252,"administrative_area_level_2","approximate","patrick county, va, usa",36.8721301,36.542485,-80.041493,-80.625744,"BRIT","AGPE",184,NA,712,0,11857,1452,423,178,28,135789,1493,41279,106,573,23655,284,94,17,0,1989
"93","BRIT_AGPE_61","BRIT255832","AGPE","BRIT255832",NA,NA,NA,"NA NA",NA,"Celveland County, Arkansas, USA","USA","Arkansas","Celveland County","Celveland",NA,NA,NA,NA,1989,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA,"County",-92.2236667,33.8658007,"administrative_area_level_2","approximate","cleveland county, ar, usa",34.064163,33.7041941,-91.953024,-92.475646,"BRIT","AGPE",61,NA,1014,0,6445,1388,117,1,3,496,112031,63,3106,473,5242,132,94940,83,0,1989
"94","BRIT_AGPE_67","BRIT255836","AGPE","BRIT255836",NA,NA,NA,"NA NA",NA,"Union County, Arkansas, USA","USA","Arkansas","Union County","Union",NA,NA,NA,NA,1989,NA,NA,"seed",6,6,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA,"County",-92.539603,33.1431092,"administrative_area_level_2","approximate","union county, ar, usa",33.3878929,33.00799,-92.06893,-92.9887749,"BRIT","AGPE",67,NA,318,0,4834,2382,124,4,39,1311,142219,200,10587,3753,6704,28,54763,122,0,1989
"95","BRIT_ELVI_309","BRIT262787","ELVI","BRIT262787","Gregory M. Plunkett","Plunkett","Gregory","Gregory Plunkett","G Plunkett","Isle of Wight County, Virginia, United States","United States","Virginia","Isle of Wight County","Isle of Wight",NA,"Common in open fields next to railroad tracks behind the Southern States store, off US Rt. 460, 4.5 mi. SE of Zuni.",NA,NA,1989,7,14,"seed",4,4,1,1,"10/20/2020","EllaSegal",1,144.733,21.374,22.375,1,"Scorer10","Collector347","County",-76.6874701,36.9288915,"administrative_area_level_2","approximate","isle of wight county, va, usa",37.153827,36.6440501,-76.445301,-76.9302721,"BRIT","ELVI",309,NA,2208,0,7587,3546,591,68,4,4231,44706,36220,5495,1614,127,73463,35933,1519,0,1989
"96","BRIT_ELVI_312","BRIT262790","ELVI","BRIT262790","Virginia E. Crouch","Crouch","Virginia","Virginia Crouch","V Crouch","Williamsburg County, Virginia, United States","United States","Virginia","Williamsburg County","Williamsburg",NA,"E. of S. Henry St., S. of Law School, W. of Colonial Parkway",NA,NA,1989,7,7,"seed",1,1,1,1,"10/20/2020","EllaSegal",1,94.035,11.634,15.545,1,"Scorer10","Collector865","County",-76.7074571,37.2707022,"locality","approximate","williamsburg, va, usa",37.310104,37.247224,-76.6642329,-76.742984,"BRIT","ELVI",312,NA,28012,0,33864,19129,7170,1476,107,36094,13187,40681,3205,264,2855,4979,19368,5933,0,1989
"97","BRIT_ELVI_390","NLU0399564","ELVI","NLU0399564","Cecil Slaughter","Slaughter","Cecil","Cecil Slaughter","C Slaughter","Vermilion Parish, Louisiana, United States","United States","Louisiana","Vermilion Parish","Vermilion",NA,"Beside P-1-7 south of Delcambre; 9.5 miles off La. 685 south",NA,NA,1989,6,3,"seed",4,4,1,1,"10/20/2020","EllaSegal",1,128.303,7.495,8.2995,2,"Scorer10","Collector159","Parish",-92.3813621,29.8601413,"administrative_area_level_2","approximate","vermilion parish, la, usa",30.1494219,29.481496,-91.9678681,-92.7372169,"BRIT","ELVI",390,NA,3246,0,2326,3818,115,0,0,0,3,641,0,115,28648,92633,29564,74249,0,1989
"98","BRIT_ELVI_417","NLU0400207","ELVI","NLU0400207","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Union County, Arkansas, United States","United States","Arkansas","Union County","Union",NA,"beside Amasen Road just SE of US 167 SW of Calion",NA,NA,1989,7,21,"seed",3,2,1,1,"10/20/2020","EllaSegal",1,129.567,15.229,18.294,1,"Scorer10","Collector766","County",-92.539603,33.1431092,"administrative_area_level_2","approximate","union county, ar, usa",33.3878929,33.00799,-92.06893,-92.9887749,"BRIT","ELVI",417,NA,318,0,4834,2382,124,4,39,1311,142219,200,10587,3753,6704,28,54763,122,0,1989
"99","KANU_AGHY_48","KANU00169661","AGHY","KANU00169661","R T Ovrebo","Ovrebo","R","R Ovrebo","R Ovrebo","Pulaski County, Missouri, United States","United States","Missouri","Pulaski County","Pulaski",NA,"Ft Leonard Wood Army Base, FLW Rd U, 0.8 mi W of intersection with FLW Rd 46",NA,NA,1989,6,6,"seed",5,0,0,0,"9/21/22","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector737","County",-92.2236667,37.8727481,"administrative_area_level_2","approximate","pulaski county, mo, usa",38.0211789,37.6025419,-92.021112,-92.413669,"KANU","AGHY",48,NA,2080,0,9747,4110,1296,117,141,133172,1117,4814,20,149,55676,1526,393,246,0,1989
"100","KANU_AGHY_49","KANU00169660","AGHY","KANU00169660","R T Ovrebo","Ovrebo","R","R Ovrebo","R Ovrebo","Pulaski County, Missouri, United States","United States","Missouri","Pulaski County","Pulaski",NA,"Fort Leonard Wood Army Base, in range fan of Ranges 1-9",37.693308,-92.129224,1989,6,4,"seed",5,0,0,0,"9/21/22","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector737","County",-92.2236667,37.8727481,"administrative_area_level_2","approximate","pulaski county, mo, usa",38.0211789,37.6025419,-92.021112,-92.413669,"KANU","AGHY",49,NA,2080,0,9747,4110,1296,117,141,133172,1117,4814,20,149,55676,1526,393,246,0,1989
"101","KANU_AGHY_50","KANU00169662","AGHY","KANU00169662","R T Ovrebo","Ovrebo","R","R Ovrebo","R Ovrebo","Pulaski County, Missouri, United States","United States","Missouri","Pulaski County","Pulaski",NA,"Fort Leonard Wood Army Base, in range fan of Ranges 1-9",37.693308,-92.129224,1989,6,4,"seed",3,0,1,0,"9/21/22","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector737","County",-92.2236667,37.8727481,"administrative_area_level_2","approximate","pulaski county, mo, usa",38.0211789,37.6025419,-92.021112,-92.413669,"KANU","AGHY",50,NA,2080,0,9747,4110,1296,117,141,133172,1117,4814,20,149,55676,1526,393,246,0,1989
"102","LL_AGHY_18_a","LL00142431","AGHY","00142431","Pedro Tenorio","Tenorio","Pedro","Pedro Tenorio","P Tenorio","Pahuatlan, Puebla, Mexico","Mexico","Puebla","Pahuatlan","Pahuatlan",NA,"1 Km al E de Ocahuales, carr a Pahuatl?n",20.28333,-98.2,1989,5,4,"seed",5,5,1,1,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector679",NA,-98.1512861,20.2767604,"locality","approximate","73100 pahuatlán, puebla, mexico",20.2828568,20.264831,-98.1383543,-98.1594992,"LL","AGHY",18,"a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
"103","LSU_AGHY_39","LSU00004696","AGHY","LSU00004696","Nelwyn M. Gilmore","Gilmore","Nelwyn","Nelwyn Gilmore","N Gilmore","Red River Parish, Louisiana, United States","United States","Louisiana","Red River Parish","Red River",NA,"Ca. 3 miles ENE of Martin.",NA,NA,1989,5,10,"seed",5,2,1,0,"3/2/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector627","Parish",-93.3792057,32.0842949,"administrative_area_level_2","approximate","red river parish, la, usa",32.2377781,31.887005,-93.121188,-93.61469,"LSU","AGHY",39,NA,9683,0,8056,3283,627,194,1380,2169,55673,4929,11694,4199,58825,23614,43786,1929,0,1989
"104","LSU_AGHY_65","LSU00132298","AGHY","LSU00132298","Charles T. Bryson","Bryson","Charles","Charles Bryson","C Bryson","Oktibbeha County, Mississippi, United States","United States","Mississippi","Oktibbeha County","Oktibbeha",NA,"OKTIBBEHA CO.: 0.5 mi. nw Sturgis, Sec 8, ""Hannah Hill"". Area cut-over in 1987 and bburned in late October 1987.",NA,NA,1989,5,16,"seed",6,3,1,1,"3/8/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector112","County",-88.90306,33.3886689,"administrative_area_level_2","approximate","oktibbeha county, ms, usa",33.5654431,33.286003,-88.6690068,-89.088662,"LSU","AGHY",65,NA,1167,0,9256,2435,233,68,0,11098,64291,15817,6469,3312,28880,3,83299,441,0,1989
"105","MO_AGHY_147","RTOvrebo&MSladewskiW0220","AGHY","TOvrebo&MSladewskiW0220","R. T. Ovrebo","Ovrebo","R.","R. Ovrebo","R Ovrebo","Pulaski County, Missouri, USA","USA","Missouri","Pulaski County","Pulaski",NA,"Open, previously disturbed area at intersection of FLW Rd 25 & FLW Rd 22: Sec 20, T35N, R10W. Parent rock: Chert & dolomite. Soil: Claiborne silt loam. Topography: E-facing, gentle slope. Vegetation: Old Field. Associates: Festuca pratensis, Juniperus virginiana, Andropogon virginicus",NA,NA,1989,6,3,"seed",5,0,0,0,"4/28/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector737","County",-92.2236667,37.8727481,"administrative_area_level_2","approximate","pulaski county, mo, usa",38.0211789,37.6025419,-92.021112,-92.413669,"MO","AGHY",147,NA,2080,0,9747,4110,1296,117,141,133172,1117,4814,20,149,55676,1526,393,246,0,1989
"106","MO_AGHY_148","RTOvrebo&MSladewskiW0305","AGHY","TOvrebo&MSladewskiW0305","R. T. Ovrebo","Ovrebo","R.","R. Ovrebo","R Ovrebo","Pulaski County, Missouri, USA","USA","Missouri","Pulaski County","Pulaski",NA,"FLW Rd U, 0.8 mi W of intersection with FLW Rd 46; Sec 30, T34N, R11W. Parent rock: Chert & cherty sandstone (few rocks present). Soil: Lebanon silt loam. Topography: level, on broad ridgetop. Vegetation: Pine plantation. Associates: Pinus echinata, Vaccinium arboreum, Diospyros virginiana.",NA,NA,1989,6,6,"seed",5,0,0,0,"4/28/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector737","County",-92.2236667,37.8727481,"administrative_area_level_2","approximate","pulaski county, mo, usa",38.0211789,37.6025419,-92.021112,-92.413669,"MO","AGHY",148,NA,2080,0,9747,4110,1296,117,141,133172,1117,4814,20,149,55676,1526,393,246,0,1989
"107","MO_AGHY_172","RTOvrebo&CMSladewskiW0245","AGHY","TOvrebo&CMSladewskiW0245","R. T. Ovrebo","Ovrebo","R.","R. Ovrebo","R Ovrebo","Pulaski County, Missouri, USA","USA","Missouri","Pulaski County","Pulaski",NA,NA,NA,NA,1989,6,4,"seed",5,0,0,0,"5/24/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector737","County",-92.2236667,37.8727481,"administrative_area_level_2","approximate","pulaski county, mo, usa",38.0211789,37.6025419,-92.021112,-92.413669,"MO","AGHY",172,NA,2080,0,9747,4110,1296,117,141,133172,1117,4814,20,149,55676,1526,393,246,0,1989
"108","MO_AGPE_187","RobertMohlenbrock9045",NA,"obertMohlenbrock9045","Robert H. Mohlenbrock","Mohlenbrock","Robert","Robert Mohlenbrock","R Mohlenbrock","Sprott, Ste. Genevieve County, Missouri, USA","USA","Missouri","Ste. Genevieve County","Ste. Genevieve","Sprott","L-A-D Foundation Property, ca. 2 miles north of Sprott, via dirt road off county road EE. Large set of sandstone gorges with tall bluffs.",NA,NA,1989,7,0,"seed",6,2,1,1,"10/08/2023","DumariDeLeon",1,NA,NA,NA,NA,"Scorer9","Collector730","County",-90.302033,37.8738979,"route","geometric_center","sprott rd, union township, mo 63670, usa",37.8880186,37.8613879,-90.2784385,-90.3277829,"MO","AGPE",187,NA,830,0,8080,1271,32,13,28,110486,13329,31806,38,62,48134,432,0,48,0,1989
"109","OKL_AGHY_34","OKL181280;01 0078195;S0555",NA,"OKL181280","R. A. Thompson","Thompson","R.","R. Thompson","R Thompson","Comanche County, Oklahoma, United States","United States","Oklahoma","Comanche County","Comanche",NA,"Fort Sill Army Base; Prairie Preserve of Fort Sill Army Base",34.6883,-98.3084,1989,6,6,"seed",3,3,1,1,"4/15/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector767","County",-98.3964938,34.6612778,"administrative_area_level_2","approximate","comanche county, ok, usa",34.855595,34.405948,-98.088978,-98.826323,"OKL","AGHY",34,NA,810,0,15959,28280,26643,7842,73,14758,401,0,246,112159,134,16088,58,3,0,1989
"110","OKL_AGHY_75","OKL181467;;C0531","AGHY","OKL181467","R. A. Thompson, R. Rudman,","Rudman,","R.","R. Rudman,","R Rudman,","Franklin County, Arkansas, USA","USA","Arkansas","Franklin County","Franklin",NA,"Darby Lake",NA,NA,1989,5,14,"seed",5,2,1,0,"6/24/2022","BellScherick",1,NA,NA,NA,NA,"Scorer4","Collector752","County",-93.8248241,35.5927966,"administrative_area_level_2","approximate","franklin county, ar, usa",35.7742981,35.1994661,-93.6958561,-94.08222,"OKL","AGHY",75,NA,2280,0,6753,1537,183,0,106,95766,28220,27904,1279,272,56503,0,90,62,0,1989
"111","OKL_AGHY_82","OKL184016;;Ovrebo&SladewskiW0305","AGHY","OKL184016","R.T Ovrebo","Ovrebo","R.T","R.T Ovrebo","R Ovrebo","Pulaski County, Missouri, USA","USA","Missouri","Pulaski County","Pulaski",NA,"FLW Rd U, 0.8 mi W of intersection with FLW Rd 46; Sec 30, T34N, R11W. Parent rock: Chert & cherty sandstone (few rocks present). Soil: Lebanon silt loam. Topography: level, on broad ridgetop. Vegetation: Pine plantation.",NA,NA,1989,6,6,"seed",3,2,1,1,"8/16/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector737","County",-92.2236667,37.8727481,"administrative_area_level_2","approximate","pulaski county, mo, usa",38.0211789,37.6025419,-92.021112,-92.413669,"OKL","AGHY",82,NA,2080,0,9747,4110,1296,117,141,133172,1117,4814,20,149,55676,1526,393,246,0,1989
"112","OKL_AGHY_83","OKL183915;;Ovrebo&SladewskiW0220","AGHY","OKL183915","R. T. Ovrebo","Ovrebo","R.","R. Ovrebo","R Ovrebo","Pulaski County, Missouri, USA","USA","Missouri","Pulaski County","Pulaski",NA,"Open, previously disturbed area at intersection of FLW Rd 25 & FLW Rd 22; Sec 20, 35N, R10W. Parent rock: Chert & dolomite. Soil: Claiborne silt loam. Topography: E-facing, gentle slope. Vegetation: Old Field.",NA,NA,1989,6,3,"seed",4,0,0,0,"8/16/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector737","County",-92.2236667,37.8727481,"administrative_area_level_2","approximate","pulaski county, mo, usa",38.0211789,37.6025419,-92.021112,-92.413669,"OKL","AGHY",83,NA,2080,0,9747,4110,1296,117,141,133172,1117,4814,20,149,55676,1526,393,246,0,1989
"113","OKL_AGHY_84","OKL183936;;Ovrebo&SladewskiW0245","AGHY","OKL183936","R. T. Ovrebo","Ovrebo","R.","R. Ovrebo","R Ovrebo","Pulaski County, Missouri, USA","USA","Missouri","Pulaski County","Pulaski",NA,"In range fan of Ranges 1-9; Sec 3, T34N, R11W. Soil: Lebanon silt loam. Topography: nearly level. Vegetation: Bluestem Prairie.",NA,NA,1989,6,4,"seed",5,3,1,1,"8/17/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector737","County",-92.2236667,37.8727481,"administrative_area_level_2","approximate","pulaski county, mo, usa",38.0211789,37.6025419,-92.021112,-92.413669,"OKL","AGHY",84,NA,2080,0,9747,4110,1296,117,141,133172,1117,4814,20,149,55676,1526,393,246,0,1989
"114","OKL_ELVI_91","OKL188026;188026;PhilipEHyatt1997.03","ELVI","OKL188026","Philip E. Hyatt","Hyatt","Philip","Philip Hyatt","P Hyatt","Lakeview, Baxter County, Arkansas, USA","USA","Arkansas","Baxter County","Baxter","Lakeview","south side of main entrance road along Road Creek, oak hickory upland forest",NA,NA,1989,7,12,"seed",4,3,1,1,"09/07/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector661","County",-92.5448416,36.3689367,"locality","approximate","lakeview, ar 72642, usa",36.389221,36.3632681,-92.52027,-92.558592,"OKL","ELVI",91,NA,30428,0,12798,3651,475,51,4492,111822,2649,17295,3,770,34211,0,92,88,0,1989
"115","OKLA_AGHY_18","OKLA133875",NA,"OKLA133875","R. A. Thompson","Thompson","R.","R. Thompson","R Thompson","Comanche County, Oklahoma, United States","United States","Oklahoma","Comanche County","Comanche",NA,"Prairie Preserve",34.6883,-98.3084,1989,6,6,"seed",2,0,0,0,"7/6/22","BellScherick",1,NA,NA,NA,NA,"Scorer4","Collector767","County",-98.3964938,34.6612778,"administrative_area_level_2","approximate","comanche county, ok, usa",34.855595,34.405948,-98.088978,-98.826323,"OKLA","AGHY",18,NA,810,0,15959,28280,26643,7842,73,14758,401,0,246,112159,134,16088,58,3,0,1989
"116","OKLA_AGHY_33","OKLA134540","AGHY","OKLA134540","R. T. Ovrebo","Ovrebo","R.","R. Ovrebo","R Ovrebo","Pulaski County, Missouri, USA","USA","Missouri","Pulaski County","Pulaski",NA,"Open, previously distrbed area at insterscetion of FLW Rd 25 & FLW Rd 22",NA,NA,1989,6,3,"seed",4,2,1,0,"8/2/22","BellScherick",1,NA,NA,NA,NA,"Scorer4","Collector737","County",-92.2236667,37.8727481,"administrative_area_level_2","approximate","pulaski county, mo, usa",38.0211789,37.6025419,-92.021112,-92.413669,"OKLA","AGHY",33,NA,2080,0,9747,4110,1296,117,141,133172,1117,4814,20,149,55676,1526,393,246,0,1989
"117","BRIT_AGHY_371","BRIT255927","AGHY","BRIT255927","S. Jones","Jones","S.","S. Jones","S Jones","Walker County, Texas, United States","United States","Texas","Walker County","Walker",NA,"FR 359 (Second Street) at Sterling Road; S side of road in Pattison.",NA,NA,1990,4,21,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,31.351,NA,NA,NA,"Scorer19","Collector807","County",-95.6457951,30.6815394,"administrative_area_level_2","approximate","walker county, tx, usa",31.058098,30.5043688,-95.3274819,-95.8630819,"BRIT","AGHY",371,NA,799,0,7734,4491,781,186,38,52,71848,20897,2739,566,98727,73,24151,355,0,1990
"118","BRIT_AGHY_516","NLU0384726","AGHY","NLU0384726","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Union County, Arkansas, United States","United States","Arkansas","Union County","Union",NA,"along railroad tracks at Pony and South Jackson Streets in El Dorado; north of U.S. 82 Business and east of U.S. 167 Business; 33.199326 -92.639469",33.199326,-92.639469,1990,5,10,"seed",6,4,1,1,"12/12/2019","LaniDufresne",1,206.026,NA,NA,NA,"Scorer19","Collector766","County",-92.539603,33.1431092,"administrative_area_level_2","approximate","union county, ar, usa",33.3878929,33.00799,-92.06893,-92.9887749,"BRIT","AGHY",516,NA,346,0,4901,2382,124,4,39,1317,144311,207,7477,4621,6817,28,54696,118,0,1990
