"","lon","lat","Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","type","loctype","address","north","south","east","west","Herb_code","spp_code","specimen_code","tissue_code","NO3_mean","NH4_mean","TIN_mean"
"595",-88.90306,33.3886689,"AM_AGHY_83","TAES190444","AGHY","TAES190444","Charles T. Bryson","Bryson","Charles","Charles Bryson","C Bryson","Oktibbeha County, Mississippi, United States","United States","Mississippi","Oktibbeha County","Oktibbeha",NA,NA,NA,NA,1989,5,16,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector112"," County","administrative_area_level_2","approximate","oktibbeha county, ms, usa",33.5654431,33.286003,-88.6690068,-89.088662,"AM","AGHY",83,NA,19.4512767791748,21.4348449707031,40.8861236572266
"596",-88.90306,33.3886689,"BRIT_AGHY_349","BRIT255595","AGHY","BRIT255595","Andreas Leidolf","Leidolf","Andreas","Andreas Leidolf","A Leidolf","Oktibbeha County, Mississippi, United States","United States","Mississippi","Oktibbeha County","Oktibbeha",NA,"T. 18N. R. 14E. MAFES Southfarm facility.",NA,NA,1995,5,7,"seed",6,6,1,1,"12/12/2019","LaniDufresne",1,223.324,NA,NA,NA,"Scorer19","Collector28"," County","administrative_area_level_2","approximate","oktibbeha county, ms, usa",33.5654431,33.286003,-88.6690068,-89.088662,"BRIT","AGHY",349,NA,19.4512767791748,21.4348449707031,40.8861236572266
"597",-88.90306,33.3886689,"BRIT_AGHY_113","AndreasLeidolf1500","AGHY","AndreasLeidolf1500","Andreas Leidolf","Leidolf","Andreas","Andreas Leidolf","A Leidolf","Oktibbeha County, Mississippi, USA","USA","Mississippi","Oktibbeha County","Oktibbeha",NA,"Noxubee National Wildlife Refuge, off HWY 25, at 0.5 mi. N of Cedar Grove Rd, Zi...",NA,NA,1995,5,21,"seed",5,3,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector28"," County","administrative_area_level_2","approximate","oktibbeha county, ms, usa",33.5654431,33.286003,-88.6690068,-89.088662,"BRIT","AGHY",113,NA,19.4512767791748,21.4348449707031,40.8861236572266
"598",-88.90306,33.3886689,"BRIT_AGHY_540","NLU0384992","AGHY","NLU0384992","Charles T. Bryson","Bryson","Charles","Charles Bryson","C Bryson","Oktibbeha County, Mississippi, United States","United States","Mississippi","Oktibbeha County","Oktibbeha",NA,"0.5 mi. nw Sturgis, Sec 8, ""Hannah Hill"".",NA,NA,1989,5,16,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,130.967,NA,NA,NA,"Scorer19","Collector112"," County","administrative_area_level_2","approximate","oktibbeha county, ms, usa",33.5654431,33.286003,-88.6690068,-89.088662,"BRIT","AGHY",540,NA,19.4512767791748,21.4348449707031,40.8861236572266
"599",-88.9458102,33.9035688,"AM_ELVI_37","TAES253327","ELVI","TAES253327","Stephan L. Hatch","Hatch","Stephan","Stephan Hatch","S Hatch","Natchez Trace Park, Chickasaw County, Mississippi, United States","United States","Mississippi","Chickasaw County","Chickasaw","Natchez Trace Park","Natchez Trace Parkway, Site number = 342;  Mile Marker = 224/225",NA,NA,2005,7,12,"stem",5,5,1,1,"02/25/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector800"," County","route","geometric_center","natchez trace pkwy, mississippi, usa",34.0751239,33.7385709,-88.8703375,-89.0276061,"AM","ELVI",37,NA,19.3379554748535,21.306957244873,40.6449127197266
"600",-88.9548001,39.8403147,"MO_AGHY_3","IraWCloakey","AGHY","raWCloakey","Ira W. Clokey","Clokey","Ira","Ira Clokey","I Clokey","Decatur, Macon County, Illinois, USA","USA","Illinois","Macon County","Macon","Decatur","Decatur. Ill",NA,NA,1899,5,25,"seed",1,1,1,1,"11/11/2022","NicoleImming",1,NA,NA,NA,NA,"Scorer21","Collector392"," County","locality","approximate","decatur, il, usa",39.925,39.7867771,-88.803133,-89.032574,"MO","AGHY",3,NA,18.560266494751,24.7930469512939,43.3533134460449
"601",-88.9736762,37.0767199,"MO_AGHY_83","WAAnderson_1300193","AGHY","AAnderson_1300193","W. A. Anderson","Anderson","W.","W. Anderson","W Anderson","La Center, Ballard County, Kentucky, USA","USA","Kentucky","Ballard County","Ballard","La Center",NA,NA,NA,1933,6,2,"seed",5,1,1,0,"4/25/2023","DavidWoods",1,NA,NA,NA,NA,"Scorer8","Collector873"," County","locality","approximate","la center, ky 42056, usa",37.083015,37.062485,-88.9657331,-88.9848721,"MO","AGHY",83,NA,21.0520801544189,25.7062244415283,46.7583045959473
"602",-89.0179332,33.1650338,"BRIT_AGPE_90","BRIT255860","AGPE","BRIT255860",NA,NA,NA,"NA NA",NA,"Winston County, Mississippi, USA","USA","Mississippi","Winston County","Winston",NA,NA,NA,NA,1992,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County","administrative_area_level_2","approximate","winston county, ms, usa",33.2864238,32.9191069,-88.812782,-89.319163,"BRIT","AGPE",90,NA,18.9949073791504,20.876651763916,39.8715591430664
"603",-89.1705998,31.5343241,"BRIT_AGHY_347","BRIT255593","AGHY","BRIT255593","David Morgan","Morgan","David","David Morgan","D Morgan","Jones County, Mississippi, United States","United States","Mississippi","Jones County","Jones",NA,"9.5 mi E of Laurel on Hwy 84.",NA,NA,1978,5,9,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,172.393,NA,NA,NA,"Scorer19","Collector215"," County","administrative_area_level_2","approximate","jones county, ms, usa",31.824565,31.433458,-88.942614,-89.40134,"BRIT","AGHY",347,NA,19.4926109313965,20.4686603546143,39.9612693786621
"604",-89.1705998,32.0810429,"BRIT_AGHY_346_a","BRIT255592","AGHY","BRIT255592","Daniel T. Carraway","Carraway","Daniel","Daniel Carraway","D Carraway","Jasper County, Mississippi, United States","United States","Mississippi","Jasper County","Jasper",NA,"Tallahala Wildlife Management Area, ca 1 mile S of Randall Hill Cemetary SW4 of SE4 Sec. 13 T4N R10E.",NA,NA,1989,4,17,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,176.407,NA,NA,NA,"Scorer19","Collector182"," County","administrative_area_level_2","approximate","jasper county, ms, usa",32.224381,31.80209,-88.9104288,-89.322729,"BRIT","AGHY",346,"a",17.0680103302002,18.487398147583,35.5554084777832
"605",-89.1861791,36.5711721,"BRIT_ELVI_289","BRIT262949","ELVI","BRIT262949","Raymond Athey","Athey","Raymond","Raymond Athey","R Athey","Hickman, Fulton County, Kentucky, United States","United States","Kentucky","Fulton County","Fulton","Hickman","edge of thicket, bordering a lake",NA,NA,1984,7,24,"seed",5,5,1,1,"10/20/2020","EllaSegal",1,57.097,8.041,8.891,1,"Scorer10","Collector687"," County","locality","approximate","hickman, ky 42050, usa",36.579843,36.542115,-89.1549141,-89.216605,"BRIT","ELVI",289,NA,21.1066417694092,25.2090663909912,46.3157081604004
"606",-89.1917353,36.2589567,"BRIT_ELVI_210","SamuelMBainJune1893","ELVI","SamuelMBainJune1893","Samuel M. Bain","Bain","Samuel","Samuel Bain","S Bain","Obion, Obion County, Tennessee, USA","USA","Tennessee","Obion County","Obion","Obion",NA,NA,NA,1893,6,1,"seed",3,2,1,0,"10/20/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector782"," County","locality","approximate","obion, tn, usa",36.300757,36.2407749,-89.1701669,-89.2198509,"BRIT","ELVI",210,NA,20.9645347595215,24.6729984283447,45.6375350952148
"607",-89.2847251,31.2148677,"BRIT_AGPE_88","BRIT255858","AGPE","BRIT255858",NA,NA,NA,"NA NA",NA,"Forrest County, Mississippi, USA","USA","Mississippi","Forrest County","Forrest",NA,NA,NA,NA,1970,NA,NA,"seed",5,4,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County","administrative_area_level_2","approximate","forrest county, ms, usa",31.434444,30.909832,-89.137927,-89.451616,"BRIT","AGPE",88,NA,20.1940956115723,20.8802108764648,41.0743064880371
"608",-89.2847251,31.2148677,"BRIT_ELVI_293","BRIT262769","ELVI","BRIT262769","Ken E. Rogers","Rogers","Ken","Ken Rogers","K Rogers","Forrest County, Mississippi, United States","United States","Mississippi","Forrest County","Forrest",NA,"Ragland Hills",NA,NA,1974,6,20,"seed",3,3,1,1,"10/20/2020","EllaSegal",1,114.859,5.1985,6.489,2,"Scorer10","Collector514"," County","administrative_area_level_2","approximate","forrest county, ms, usa",31.434444,30.909832,-89.137927,-89.451616,"BRIT","ELVI",293,NA,20.1940956115723,20.8802108764648,41.0743064880371
"609",-89.2847251,33.3914427,"BRIT_AGPE_87","BRIT255856","AGPE","BRIT255856",NA,NA,NA,"NA NA",NA,"Choctaw County, Mississippi, USA","USA","Mississippi","Choctaw County","Choctaw",NA,NA,NA,NA,1990,NA,NA,"seed",5,0,0,0,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County","administrative_area_level_2","approximate","choctaw county, ms, usa",33.533202,33.1088709,-89.0882229,-89.45405,"BRIT","AGPE",87,NA,19.8108577728271,21.6469459533691,41.4578018188477
"610",-89.2847251,37.5086525,"MO_AGHY_4","MacMahon324","AGHY","acMahon324","R.R. MacMahon","MacMahon","R.R.","R.R. MacMahon","R MacMahon","Union County, Illinois, USA","USA","Illinois","Union County","Union",NA,"Panther's Den",NA,NA,1959,5,23,"seed",0,NA,1,0,"11/11/2022","NicoleImming",1,NA,NA,NA,NA,"Scorer21","Collector725"," County","administrative_area_level_2","approximate","union county, il, usa",37.600279,37.329717,-89.0414,-89.521979,"MO","AGHY",4,NA,21.0767459869385,26.3852519989014,47.4619979858398
"611",-89.3226954,35.6513888,"BRIT_ELVI_444","NLU0399358","ELVI","NLU0399358","Paul Lewis","Lewis","Paul","Paul Lewis","P Lewis","Haywood County, Tennessee, United States","United States","Tennessee","Haywood County","Haywood",NA,"Forested area near Brickyard Pond",NA,NA,1983,7,19,"seed",4,4,1,1,"10/20/2020","EllaSegal",1,115.009,10.695,12.783,1,"Scorer10","Collector669"," County","administrative_area_level_2","approximate","haywood county, tn, usa",35.8226569,35.3971259,-89.0695439,-89.502118,"BRIT","ELVI",444,NA,19.4117240905762,21.6210632324219,41.032787322998
"612",-89.3226954,35.6513888,"BRIT_ELVI_445","NLU0399357","ELVI","NLU0399357","Paul Lewis","Lewis","Paul","Paul Lewis","P Lewis","Haywood County, Tennessee, United States","United States","Tennessee","Haywood County","Haywood",NA,"Railroad tracks and surrounding right-of-way along the L & N tracks NE of Keeling.",NA,NA,1983,7,8,"seed",3,0,0,0,"10/20/2020","EllaSegal",1,95.829,9.8,11.656,1,"Scorer10","Collector669"," County","administrative_area_level_2","approximate","haywood county, tn, usa",35.8226569,35.3971259,-89.0695439,-89.502118,"BRIT","ELVI",445,NA,19.4117240905762,21.6210632324219,41.032787322998
"613",-89.3226954,35.6513888,"BRIT_ELVI_445","NLU0399357","ELVI","NLU0399357","Paul Lewis","Lewis","Paul","Paul Lewis","P Lewis","Haywood County, Tennessee, United States","United States","Tennessee","Haywood County","Haywood",NA,"Railroad tracks and surrounding right-of-way along the L & N tracks NE of Keeling.",NA,NA,1983,7,8,"seed",3,0,0,0,"10/20/2020","EllaSegal",1,106.779,9.7205,11.619,2,"Scorer10","Collector669"," County","administrative_area_level_2","approximate","haywood county, tn, usa",35.8226569,35.3971259,-89.0695439,-89.502118,"BRIT","ELVI",445,NA,19.4117240905762,21.6210632324219,41.032787322998
"614",-89.3226954,35.6513888,"BRIT_ELVI_237","BRIT178466","ELVI","BRIT178466","V.E. McNeilus","McNeilus","V.E.","V.E. McNeilus","V McNeilus","Haywood County, Tennessee, United States","United States","Tennessee","Haywood County","Haywood",NA,"Disturbed roadside along Rt. 54. About 8.0 miles north of Brownsville.",NA,NA,1996,7,10,"seed",1,1,1,1,"10/20/2020","EllaSegal",1,43.688,5.975,7.145,1,"Scorer10","Collector867"," County","administrative_area_level_2","approximate","haywood county, tn, usa",35.8226569,35.3971259,-89.0695439,-89.502118,"BRIT","ELVI",237,NA,19.4117240905762,21.6210632324219,41.032787322998
"615",-89.3226954,35.6513888,"BRIT_ELVI_236","BRIT178467","ELVI","BRIT178467","Paul Lewis","Lewis","Paul","Paul Lewis","P Lewis","Haywood County, Tennessee, United States","United States","Tennessee","Haywood County","Haywood",NA,"Railroad tracks and surrounding right-of-way along the L & N tracks NE of Keeling.",NA,NA,1983,7,8,"seed",3,1,1,0,"10/20/2020","EllaSegal",1,107.799,13.8,16.635,1,"Scorer10","Collector669"," County","administrative_area_level_2","approximate","haywood county, tn, usa",35.8226569,35.3971259,-89.0695439,-89.502118,"BRIT","ELVI",236,NA,19.4117240905762,21.6210632324219,41.032787322998
"616",-89.3226954,37.7218304,"BRIT_AGHY_531","NLU0384705","AGHY","NLU0384705","Thomas E. Heineke","Heineke","Thomas","Thomas Heineke","T Heineke","Jackson County, Illinois, United States","United States","Illinois","Jackson County","Jackson",NA,"Edge of lake. Sect. 26, SW 1/4, NE 1/4.",NA,NA,1976,6,6,"seed",5,0,1,0,"12/12/2019","LaniDufresne",1,122.18,NA,NA,NA,"Scorer19","Collector845"," County","administrative_area_level_2","approximate","jackson county, il, usa",37.955343,37.561925,-89.150662,-89.680868,"BRIT","AGHY",531,NA,20.4738330841064,25.943115234375,46.4169464111328
"617",-89.350631,36.9208854,"MO_ELVI_131","ErnestJPalmerandJulianASteyermark41451","ELVI","rnestJPalmerandJulianASteyermark41451","Ernest J. Palmer ","Palmer","Ernest","Ernest Palmer","E Palmer","Charleston, Mississippi County, Missouri, USA","USA","Missouri","Mississippi County","Mississippi","Charleston","sandy prairie, 4 mls. west of Charleston, Mississippi County.",NA,NA,1933,7,11,"seed",3,2,1,1,"8/15/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector264"," County","locality","approximate","charleston, mo 63834, usa",36.9359121,36.89169,-89.297806,-89.365089,"MO","ELVI",131,NA,20.5527172088623,24.8655605316162,45.4182777404785
"618",-89.3725796,38.6103264,"LL_AGHY_167","BrantOdonnellOdennell1796","AGHY","BrantOdonnellOdennell1796","A. Brant, A. O'Donnell, P. O'Donnell","O'Donnell","A.","A. O'Donnell","A O'Donnell","Carlyle, Clinton County, Illinois, USA","USA","Illinois","Clinton County","Clinton","Carlyle","Bordering Eldon Hazlet State Park, west side of Lake Carlyle. Low, open disturbed ground, seasonally flooded. Cespitose. Panicle withh slight reddish blush.",NA,NA,1988,6,3,"seed",5,5,1,1,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector37"," County","locality","approximate","carlyle, il 62231, usa",38.646424,38.6028481,-89.3433769,-89.405568,"LL","AGHY",167,NA,19.5705814361572,25.709753036499,45.2803344726562
"619",-89.4559162,45.9787939,"KANU_AGPE_5","KANU00169802","AGPE","KANU00169802","N. C. Fassett","Fassett","N.","N. Fassett","N Fassett","Vilas County, Wisconsin, USA","USA","Wisconsin","Vilas County","Vilas",NA,"Along Wisconsin River 9 mi W of Eagle River",NA,NA,1940,9,12,"seed",5,0,0,0,"4/20/23","ChrisOxley",1,NA,NA,NA,NA,"Scorer6","Collector626"," County","administrative_area_level_2","approximate","vilas county, wi, usa",46.299748,45.8565789,-88.932757,-90.043958,"KANU","AGPE",5,NA,14.5853910446167,22.7296752929688,37.3150672912598
"620",-89.4742177,29.3240045,"LSU_ELVI_75","NLU0399537","ELVI","NLU0399537","Nelson Rich","Rich","Nelson","Nelson Rich","N Rich","Plaquemines Parish, Louisiana, United States","United States","Louisiana","Plaquemines Parish","Plaquemines",NA,NA,NA,NA,1977,7,30,"seed",5,0,0,0,"2/18/22","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector637"," Parish","administrative_area_level_2","approximate","plaquemines parish, la, usa",29.905004,28.8551271,-88.879235,-90.0756831,"LSU","ELVI",75,NA,20.0168304443359,20.5856628417969,40.6024932861328
"621",-89.4931176,36.3270676,"BRIT_AGPE_46","BRIT174460","AGPE","BRIT174460",NA,NA,NA,"NA NA",NA,"Lake County, Tennessee, USA","USA","Tennessee","Lake County","Lake",NA,NA,NA,NA,1986,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County","administrative_area_level_2","approximate","lake county, tn, usa",36.503232,36.185382,-89.3401581,-89.7055451,"BRIT","AGPE",46,NA,20.3849544525146,24.1410121917725,44.5259666442871
"622",-89.5120084,30.3887582,"LSU_AGHY_56","LSU00214692","AGHY","LSU00214692","John D. Schneidau","Schneidau","John","John Schneidau","J Schneidau","Hancock County, Mississippi, United States","United States","Mississippi","Hancock County","Hancock",NA,"Pearlington",NA,NA,1937,5,15,"seed",5,1,1,0,"3/8/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector473"," County","administrative_area_level_2","approximate","hancock county, ms, usa",30.64839,30.1579221,-89.3061351,-89.6905891,"LSU","AGHY",56,NA,20.1375255584717,20.4409828186035,40.5785102844238
"623",-89.5625848,37.0978279,"BRIT_AGHY_118","TravisBrooks7020","AGHY","TravisBrooks7020","Travis Brooks","Brooks","Travis","Travis Brooks","T Brooks","Benton, Scott County, Missouri, USA","USA","Missouri","Scott County","Scott","Benton","1.5 mi. E. of 77 and 1-55 intersection. Along roadside.",NA,NA,1973,6,1,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector838"," County","locality","approximate","benton, mo 63736, usa",37.1080191,37.089684,-89.547452,-89.574133,"BRIT","AGHY",118,NA,20.4272861480713,25.0552005767822,45.4824867248535
"624",-89.5625848,37.0978279,"MO_AGHY_155","BSummers&ASalvetter8210","AGHY","Summers&ASalvetter8210","B. Summers ","Summers","B.","B. Summers","B Summers","Benton, Scott County, Missouri, USA","USA","Missouri","Scott County","Scott","Benton","dry sandy degraded sand prarie; old field farmed in passed; open, full sun; T028N R15E S35",NA,NA,1997,6,24,"seed",5,5,1,0,"5/23/2023","Chris Oxley",1,NA,NA,NA,NA,"Scorer5","Collector98"," County","locality","approximate","benton, mo 63736, usa",37.1080191,37.089684,-89.547452,-89.574133,"MO","AGHY",155,NA,20.4272861480713,25.0552005767822,45.4824867248535
"625",-89.5679474,40.8171184,"OKL_AGHY_68","OKL25910;;VirginiusHChase11962","AGHY","OKL25910","Virginius H. Chase ","Chase","Virginius","Virginius Chase","V Chase","Mossville, Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria","Mossville","Fallow field, hilltop; West of Mossville",NA,NA,1951,6,4,"seed",0,0,0,0,"6/24/2022","BellScherick",1,NA,NA,NA,NA,"Scorer4","Collector863"," County","locality","approximate","mossville, il, usa",40.825462,40.807025,-89.5565981,-89.582884,"OKL","AGHY",68,NA,18.314733505249,26.2092247009277,44.5239562988281
"626",-89.5679474,40.8171184,"OKL_AGHY_66","OKL25906;;VirginiusHChase11962","AGHY","OKL25906","Virginius H. Chase ","Chase","Virginius","Virginius Chase","V Chase","Mossville, Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria","Mossville","Fallow field, hilltop; West of Mossville",NA,NA,1951,6,4,"seed",4,0,0,0,"6/24/2022","BellScherick",1,NA,NA,NA,NA,"Scorer4","Collector863"," County","locality","approximate","mossville, il, usa",40.825462,40.807025,-89.5565981,-89.582884,"OKL","AGHY",66,NA,18.314733505249,26.2092247009277,44.5239562988281
"627",-89.5739845,40.7472594,"BRIT_AGHY_54","VirginiusHChase13382;June10,1953","AGHY","VirginiusHChase13382;June10,1953","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Peoria Heights, Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria","Peoria Heights","Rv. track",NA,NA,1953,6,10,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector863"," County","locality","approximate","peoria heights, il, usa",40.760719,40.728751,-89.5410299,-89.59095,"BRIT","AGHY",54,NA,18.5769424438477,26.4430065155029,45.019947052002
"628",-89.5739845,40.7472594,"OKL_AGPE_32","OKL170552;;VirginiusHChase13028","AGPE","OKL170552","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Peoria Heights, Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria","Peoria Heights","clearing, damp soil",NA,NA,1952,9,5,"seed",4,0,0,0,"10/18/22","GayatriSingla",1,NA,NA,NA,NA,"Scorer14","Collector863"," County","locality","approximate","peoria heights, il, usa",40.760719,40.728751,-89.5410299,-89.59095,"OKL","AGPE",32,NA,18.5769424438477,26.4430065155029,45.019947052002
"629",-89.5739845,40.7472594,"OKL_AGPE_22","OKL170560;;VirginiusHChase12101","AGPE","OKL170560","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Peoria Heights, Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria","Peoria Heights","Peoria Heights, Wooded hillside",NA,NA,1951,8,21,"seed",5,0,0,0,"11/1/22","GayatriSingla",1,NA,NA,NA,NA,"Scorer14","Collector863"," County","locality","approximate","peoria heights, il, usa",40.760719,40.728751,-89.5410299,-89.59095,"OKL","AGPE",22,NA,18.5769424438477,26.4430065155029,45.019947052002
"630",-89.5739845,40.7472594,"LL_AGHY_162_a","VirginiusHChase13382","AGHY","VirginiusHChase13382","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Peoria Heights, Peoria County, IL, USA","USA","IL","Peoria County","Peoria","Peoria Heights","
",NA,NA,1953,6,11,"seed",10,10,1,1,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector863"," County","locality","approximate","peoria heights, il, usa",40.760719,40.728751,-89.5410299,-89.59095,"LL","AGHY",162,"a",18.5769424438477,26.4430065155029,45.019947052002
"631",-89.6251646,37.0394443,"KANU_AGHY_105","KANU00169992","AGHY","KANU00169992","Travis Brooks","Brooks","Travis","Travis Brooks","T Brooks","Scott County, Missouri, United States","United States","Missouri","Scott County","Scott",NA,"Hwy 77, 1.5 mi E of intersection with I-55",NA,NA,1973,6,1,"seed",1,0,0,0,"10/28/2022","NicoleImming",1,NA,NA,NA,NA,"Scorer21","Collector838"," County","administrative_area_level_2","approximate","scott county, mo, usa",37.2533809,36.8595168,-89.313325,-89.7868801,"KANU","AGHY",105,NA,20.1251583099365,24.5258350372314,44.650993347168
"632",-89.6251646,37.0394443,"KANU_AGHY_69","KANU00169681","AGHY","KANU00169681","Travis E Brooks","Brooks","Travis","Travis Brooks","T Brooks","Scott County, Missouri, United States","United States","Missouri","Scott County","Scott",NA,"unknown",NA,NA,1972,6,14,"seed",4,1,1,0,"10/18/22","PatriciaBilderback",1,NA,NA,NA,NA,"Scorer22","Collector838"," County","administrative_area_level_2","approximate","scott county, mo, usa",37.2533809,36.8595168,-89.313325,-89.7868801,"KANU","AGHY",69,NA,20.1251583099365,24.5258350372314,44.650993347168
"633",-89.6251646,37.0394443,"KANU_AGHY_91","KANU00169777","AGHY","KANU00169777","Travis Brooks","Brooks","Travis","Travis Brooks","T Brooks","Scott County, Missouri, United States","United States","Missouri","Scott County","Scott",NA,"Hwy 77, just E of intersection with I-55",NA,NA,1973,6,1,"seed",3,2,1,0,"11/4/2022","NicoleImming",1,NA,NA,NA,NA,"Scorer21","Collector838"," County","administrative_area_level_2","approximate","scott county, mo, usa",37.2533809,36.8595168,-89.313325,-89.7868801,"KANU","AGHY",91,NA,20.1251583099365,24.5258350372314,44.650993347168
"634",-89.6251646,38.5684442,"BRIT_AGHY_321","BRIT255565","AGHY","BRIT255565","A. Brant","Brant","A.","A. Brant","A Brant","Clinton County, Illinois, United States","United States","Illinois","Clinton County","Clinton",NA,"bordering Eldon Hazlet State Park, W side of Lake Carlyle",38.663208,-89.33091,1988,6,3,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,108.95,NA,NA,NA,"Scorer19","Collector9"," County","administrative_area_level_2","approximate","clinton county, il, usa",38.743236,38.4157789,-89.138337,-89.7069491,"BRIT","AGHY",321,NA,18.9199485778809,24.7943019866943,43.7142524719238
"635",-89.6251646,38.5684442,"BRIT_AGHY_529","NLU0384708","AGHY","NLU0384708","A. Brant","Brant","A.","A. Brant","A Brant","Clinton County, Illinois, United States","United States","Illinois","Clinton County","Clinton",NA,"bordering Eldon Hazlet State Park, W side of Lake Carlyle",38.663208,-89.33091,1988,6,3,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,158.398,NA,NA,NA,"Scorer19","Collector9"," County","administrative_area_level_2","approximate","clinton county, il, usa",38.743236,38.4157789,-89.138337,-89.7069491,"BRIT","AGHY",529,NA,18.9199485778809,24.7943019866943,43.7142524719238
"636",-89.6251646,38.5684442,"MO_AGHY_18","BrantODonnellODonnell1796","AGHY","rantODonnellODonnell1796","A. Brant, A. O'Donnell, ","O'Donnell,","A.","A. O'Donnell,","A O'Donnell,","Clinton County, Illinois, USA","USA","Illinois","Clinton County","Clinton",NA,"Bordering Eldon Hazlet State Park, west side of Lake Carlyle. Low, open disturbed ground, seasonally flooded.",NA,NA,1988,6,3,"seed",6,0,0,0,"11/16/2022","NicoleImming",1,NA,NA,NA,NA,"Scorer21","Collector38"," County","administrative_area_level_2","approximate","clinton county, il, usa",38.743236,38.4157789,-89.138337,-89.7069491,"MO","AGHY",18,NA,18.9199485778809,24.7943019866943,43.7142524719238
"637",-89.6340777,40.811044,"BRIT_ELVI_139","VirginiusHChase8345","ELVI","VirginiusHChase8345","Virginius H. Chase","Chase","Virginius","Virginius Chase","V Chase","Alta, Peoria County, Illinois, USA","USA","Illinois","Peoria County","Peoria","Alta","Original prairie. West of Alta",NA,NA,1946,7,21,"seed",2,2,1,1,"10/20/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector863"," County","locality","approximate","alta, il 61615, usa",40.813181,40.8092293,-89.6309173,-89.6404337,"BRIT","ELVI",139,NA,18.6186771392822,26.8012981414795,45.4199752807617
"638",-89.6501481,39.7817213,"BRIT_ELVI_141","NormanReeder418","ELVI","NormanReeder418","Norman Reeder","Reeder","Norman","Norman Reeder","N Reeder","Springfield, Sangamon County, Illinois, USA","USA","Illinois","Sangamon County","Sangamon","Springfield","Along Alton Railroad.",NA,NA,1944,7,9,"seed",4,4,1,1,"10/20/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector635"," County","locality","approximate","springfield, il, usa",39.8742469,39.65316,-89.568509,-89.772132,"BRIT","ELVI",141,NA,18.2373485565186,24.744758605957,42.9821090698242
"639",-89.6628111,35.7838834,"BRIT_AGPE_176","NLU0385070","AGPE","NLU0385070",NA,NA,NA,"NA NA",NA,"Lauderdale County, Tennessee, USA","USA","Tennessee","Lauderdale County","Lauderdale",NA,NA,NA,NA,1972,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County","administrative_area_level_2","approximate","lauderdale county, tn, usa",35.947723,35.535798,-89.339326,-89.958895,"BRIT","AGPE",176,NA,19.5579814910889,22.5961818695068,42.1541633605957
